"condition","score","score_result"
"Vaginal Yeast Infection",-0.428571428571429,"negative"
"Depression",0.0432900432900433,"positive"
"Angina",0.136363636363636,"positive"
"Adhd",-0.142857142857143,"negative"
"Diabetes, Type 2",0.0434782608695652,"positive"
"Bipolar Disorder",0.0576923076923077,"positive"
"Abnormal Uterine Bleeding",-0.0952380952380952,"negative"
"Birth Control",0.0606060606060606,"positive"
"Depression",0.015625,"positive"
"Acne",0.0714285714285714,"positive"
"Endometriosis",-0.0298507462686567,"negative"
"Cough",-0.0810810810810811,"negative"
"Birth Control",0.0833333333333333,"positive"
"Weight Loss",-0.112903225806452,"negative"
"Birth Control",0.075,"positive"
"Birth Control",0.4,"positive"
"Weight Loss",0,"neutral"
"Autism",-0.0166666666666667,"negative"
"Insomnia",0.4,"positive"
"Migraine",0.0434782608695652,"positive"
"Adhd",0.111111111111111,"positive"
"Erectile Dysfunction",0.166666666666667,"positive"
"NA",-0.0980392156862745,"negative"
"Muscle Spasm",0.142857142857143,"positive"
"Depression",0.0909090909090909,"positive"
"Parkinson's Disease",0,"neutral"
"Supraventricular Tachycardia",0.0833333333333333,"positive"
"Psoriasis",0.0851063829787234,"positive"
"Migraine Prevention",-0.0263157894736842,"negative"
"Urinary Tract Infection",0.153846153846154,"positive"
"Insomnia",-0.0833333333333333,"negative"
"Seizures",0,"neutral"
"Anxiety",-0.0434782608695652,"negative"
"Bacterial Vaginitis",-0.1,"negative"
"Major Depressive Disorder",-0.0740740740740741,"negative"
"Rheumatoid Arthritis",0.32258064516129,"positive"
"Bacterial Infection",-0.0666666666666667,"negative"
"Birth Control",0,"neutral"
"Depression",0.0434782608695652,"positive"
"Bipolar Disorder",0.333333333333333,"positive"
"Birth Control",-0.0606060606060606,"negative"
"Dermatological Disorders",0.142857142857143,"positive"
"Malaria Prevention",0,"neutral"
"Birth Control",0.0588235294117647,"positive"
"Bacterial Infection",-0.294117647058824,"negative"
"Acne",0.0980392156862745,"positive"
"Birth Control",0,"neutral"
"Anxiety",0.0483870967741935,"positive"
"Anxiety And Stress",0.127659574468085,"positive"
"Alzheimer's Disease",-0.1,"negative"
"Alcohol Dependence",0.0833333333333333,"positive"
"Obesity",-0.254901960784314,"negative"
"Irritable Bowel Syndrome",-0.0350877192982456,"negative"
"Birth Control",0.0161290322580645,"positive"
"Asthma, Maintenance",0,"neutral"
"Birth Control",0.0483870967741935,"positive"
"Birth Control",0.0161290322580645,"positive"
"Birth Control",0.107142857142857,"positive"
"Birth Control",-0.2,"negative"
"Erectile Dysfunction",0.109090909090909,"positive"
"Bacterial Infection",-0.0151515151515152,"negative"
"Vaginal Yeast Infection",0.032258064516129,"positive"
"Chronic Pain",-0.0303030303030303,"negative"
"Anxiety",-0.285714285714286,"negative"
"Birth Control",-0.137254901960784,"negative"
"Birth Control",0.03125,"positive"
"Major Depressive Disorder",0.0714285714285714,"positive"
"Bipolar Disorder",0.0227272727272727,"positive"
"Bipolar Disorder",0.666666666666667,"positive"
"Acne",-0.0422535211267606,"negative"
"Hypogonadism, Male",0.75,"positive"
"Depression",-0.0416666666666667,"negative"
"Bowel Preparation",0.0476190476190476,"positive"
"Erectile Dysfunction",0.16,"positive"
"Pulmonary Hypertension",-0.0434782608695652,"negative"
"High Cholesterol",-0.219512195121951,"negative"
"Birth Control",0.235294117647059,"positive"
"Birth Control",0.166666666666667,"positive"
"Birth Control",-0.0377358490566038,"negative"
"Bipolar Disorder",0.037037037037037,"positive"
"Restless Legs Syndrome",-0.04,"negative"
"Seizure Prevention",0.0638297872340425,"positive"
"Birth Control",0.0681818181818182,"positive"
"Plaque Psoriasis",-0.0476190476190476,"negative"
"Underactive Thyroid",-0.1,"negative"
"Breast Cancer, Metastatic",0.0434782608695652,"positive"
"Abnormal Uterine Bleeding",0.0655737704918033,"positive"
"Depression",-0.0151515151515152,"negative"
"Acne",0.114754098360656,"positive"
"Anxiety And Stress",0.0441176470588235,"positive"
"Asthma",0.121951219512195,"positive"
"Migraine",0.0714285714285714,"positive"
"Birth Control",-0.148148148148148,"negative"
"Migraine",-0.087719298245614,"negative"
"Anxiety",0.176470588235294,"positive"
"Birth Control",-0.0784313725490196,"negative"
"Dry Eye Disease",0.015625,"positive"
"Obesity",0.171875,"positive"
"Anxiety",0.0410958904109589,"positive"
"Birth Control",-0.0845070422535211,"negative"
"Panic Disorder",0.0851063829787234,"positive"
"Post Traumatic Stress Disorder",0.0185185185185185,"positive"
"Birth Control",0.18,"positive"
"Pain",-0.0555555555555556,"negative"
"Acne",0.0147058823529412,"positive"
"Acne",0.411764705882353,"positive"
"Depression",0.133333333333333,"positive"
"Depression",-0.0555555555555556,"negative"
"Insomnia",0.103448275862069,"positive"
"Depression",0.09375,"positive"
"Dietary Supplementation",0,"neutral"
"Acne",0.135593220338983,"positive"
"Depression",-0.0147058823529412,"negative"
"Acne",0.163934426229508,"positive"
"Major Depressive Disorder",0,"neutral"
"Birth Control",0.0357142857142857,"positive"
"Major Depressive Disorder",-0.0277777777777778,"negative"
"Hyperhidrosis",0,"neutral"
"Hepatitis C",0,"neutral"
"Birth Control",0.0666666666666667,"positive"
"Insomnia",0.0769230769230769,"positive"
"NA",0.0634920634920635,"positive"
"Nausea/Vomiting, Chemotherapy Induced",0.0857142857142857,"positive"
"Lyme Disease",-0.0579710144927536,"negative"
"High Blood Pressure",-0.072463768115942,"negative"
"Acne",0.0526315789473684,"positive"
"Acne",0.0727272727272727,"positive"
"High Cholesterol",-0.0517241379310345,"negative"
"Diabetes, Type 2",0.0588235294117647,"positive"
"Vaginal Yeast Infection",0.0545454545454545,"positive"
"Hyperhidrosis",0.25,"positive"
"Adhd",0.195121951219512,"positive"
"Insomnia",0.102564102564103,"positive"
"Cold Sores",-0.138888888888889,"negative"
"Hepatitis C",0.0925925925925926,"positive"
"NA",0,"neutral"
"Onychomycosis, Toenail",0.152173913043478,"positive"
"Fibromyalgia",0,"neutral"
"Insomnia",-0.0454545454545455,"negative"
"Birth Control",-0.015625,"negative"
"Asthma",-0.0166666666666667,"negative"
"Birth Control",0.0571428571428571,"positive"
"Major Depressive Disorder",0,"neutral"
"Diabetes, Type 2",-0.075,"negative"
"Birth Control",0,"neutral"
"Birth Control",0,"neutral"
"Multiple Sclerosis",0.333333333333333,"positive"
"Anxiety",0.03125,"positive"
"Weight Loss",-0.125,"negative"
"Birth Control",0.0952380952380952,"positive"
"High Cholesterol",-0.266666666666667,"negative"
"Herpes Simplex",-0.205128205128205,"negative"
"Benign Prostatic Hyperplasia",-0.032258064516129,"negative"
"Onychomycosis, Toenail",-0.0142857142857143,"negative"
"Depression",0.5,"positive"
"Birth Control",0.0806451612903226,"positive"
"Allergic Urticaria",-0.125,"negative"
"Adhd",0.166666666666667,"positive"
"Bipolar Disorder",0.0975609756097561,"positive"
"Underactive Thyroid",0,"neutral"
"Birth Control",0.140625,"positive"
"Pain",-0.0588235294117647,"negative"
"Motion Sickness",0.0303030303030303,"positive"
"Pain",-0.0454545454545455,"negative"
"Depression",0.015625,"positive"
"Bipolar Disorder",0.0576923076923077,"positive"
"Anxiety",-0.05,"negative"
"Anxiety And Stress",0.0980392156862745,"positive"
"Obesity",0.0428571428571429,"positive"
"Birth Control",-0.0625,"negative"
"Anxiety",0.19047619047619,"positive"
"Pain",0,"neutral"
"Vaginal Yeast Infection",-0.125,"negative"
"Schizoaffective Disorder",-0.105263157894737,"negative"
"Vaginal Yeast Infection",0,"neutral"
"Herpes Simplex",0.0263157894736842,"positive"
"Adhd",0.4,"positive"
"Hypothyroidism, After Thyroid Removal",0.5,"positive"
"Irritable Bowel Syndrome",0.0806451612903226,"positive"
"Birth Control",-0.0517241379310345,"negative"
"Not Listed Or Other",-0.169230769230769,"negative"
"Migraine",0.0666666666666667,"positive"
"Acne",0.125,"positive"
"Opiate Dependence",-0.0188679245283019,"negative"
"Bipolar Disorder",0.230769230769231,"positive"
"Acne",0.169491525423729,"positive"
"Insomnia",-0.0333333333333333,"negative"
"Diaper Rash",1,"positive"
"Anxiety",-0.0526315789473684,"negative"
"Birth Control",-0.0285714285714286,"negative"
"Vaginal Yeast Infection",-0.108108108108108,"negative"
"Acne",0.0377358490566038,"positive"
"Chronic Pain",0.2,"positive"
"Prevention Of Bladder Infection",-0.0689655172413793,"negative"
"Osteoarthritis",0.375,"positive"
"Restless Legs Syndrome",0,"neutral"
"Eczema",0.0909090909090909,"positive"
"Migraine Prevention",0.137931034482759,"positive"
"Benign Prostatic Hyperplasia",-0.08,"negative"
"Migraine Prevention",0.184210526315789,"positive"
"Anxiety",0.0677966101694915,"positive"
"Insomnia",0.0454545454545455,"positive"
"Depression",0.170731707317073,"positive"
"Weight Loss",0.161290322580645,"positive"
"Diabetes, Type 2",0.0869565217391304,"positive"
"Birth Control",0.307692307692308,"positive"
"Emergency Contraception",0.108108108108108,"positive"
"Hyperhidrosis",0.12,"positive"
"Birth Control",-0.0869565217391304,"negative"
"Diabetes, Type 2",0.0540540540540541,"positive"
"Nausea/Vomiting",-1,"negative"
"Weight Loss",0.166666666666667,"positive"
"Narcolepsy",0.0350877192982456,"positive"
"Birth Control",0.0845070422535211,"positive"
"Allergic Rhinitis",0.0952380952380952,"positive"
"Hepatitis C",0.0555555555555556,"positive"
"Obesity",-0.0333333333333333,"negative"
"Rosacea",-0.0625,"negative"
"Pain",-0.0689655172413793,"negative"
"Depression",-0.0327868852459016,"negative"
"Birth Control",-0.03125,"negative"
"Human Papilloma Virus",-0.0285714285714286,"negative"
"Seizures",0.0483870967741935,"positive"
"Erectile Dysfunction",0.25,"positive"
"Depression",-0.0909090909090909,"negative"
"Bronchitis",0.0895522388059701,"positive"
"NA",0.0833333333333333,"positive"
"Anxiety",-0.0208333333333333,"negative"
"Depression",0.032258064516129,"positive"
"Binge Eating Disorder",0.0508474576271186,"positive"
"Burning Mouth Syndrome",0,"neutral"
"Non-Small Cell Lung Cancer",-0.133333333333333,"negative"
"Depression",-0.142857142857143,"negative"
"Birth Control",0.1,"positive"
"Pain",-0.214285714285714,"negative"
"Depression",0.130434782608696,"positive"
"Prostate Cancer",0.0188679245283019,"positive"
"Weight Loss",0,"neutral"
"Bowel Preparation",0.0555555555555556,"positive"
"Acne",-0.0172413793103448,"negative"
"Insomnia",0.307692307692308,"positive"
"Acne",-0.04,"negative"
"Schizophrenia",-0.0869565217391304,"negative"
"Osteoarthritis",-0.0303030303030303,"negative"
"Birth Control",0.142857142857143,"positive"
"Amilial Cold Autoinflammatory Syndrome",0.0833333333333333,"positive"
"Anxiety And Stress",-0.0377358490566038,"negative"
"High Blood Pressure",0.233333333333333,"positive"
"Birth Control",0,"neutral"
"Fibromyalgia",0,"neutral"
"Bipolar Disorder",0,"neutral"
"Anxiety",-0.0434782608695652,"negative"
"Anxiety And Stress",-0.0188679245283019,"negative"
"Erectile Dysfunction",0.4,"positive"
"Abnormal Uterine Bleeding",-0.0447761194029851,"negative"
"Allergic Reactions",0.137931034482759,"positive"
"Insomnia",-0.285714285714286,"negative"
"Edema",0.294117647058824,"positive"
"Bipolar Disorder",-0.157894736842105,"negative"
"Alcohol Withdrawal",-0.0588235294117647,"negative"
"Depression",-0.181818181818182,"negative"
"Weight Loss",0.078125,"positive"
"Chronic Pain",0,"neutral"
"Opiate Withdrawal",0.333333333333333,"positive"
"Generalized Anxiety Disorder",0.0227272727272727,"positive"
"Birth Control",-0.0967741935483871,"negative"
"Birth Control",0.115384615384615,"positive"
"Obstructive Sleep Apnea/Hypopnea Syndrome",0.0909090909090909,"positive"
"Pain",-0.0714285714285714,"negative"
"Social Anxiety Disorder",0.0833333333333333,"positive"
"Chronic Pain",0.0476190476190476,"positive"
"Hiv Infection",0.1,"positive"
"Adhd",0,"neutral"
"Birth Control",-0.0208333333333333,"negative"
"Skin Or Soft Tissue Infection",-0.03125,"negative"
"Allergies",0.142857142857143,"positive"
"Panic Disorder",-0.027027027027027,"negative"
"Birth Control",0.0294117647058824,"positive"
"Dietary Supplementation",-0.0555555555555556,"negative"
"Birth Control",0.0222222222222222,"positive"
"Migraine",0.116279069767442,"positive"
"Hyperhidrosis",0,"neutral"
"Birth Control",-0.04,"negative"
"Pain",-0.0192307692307692,"negative"
"Psoriatic Arthritis",1,"positive"
"Smoking Cessation",-0.0277777777777778,"negative"
"Llicle Stimulation",0.285714285714286,"positive"
"Opiate Dependence",0.0909090909090909,"positive"
"Birth Control",0,"neutral"
"Birth Control",0.103448275862069,"positive"
"Birth Control",-0.176470588235294,"negative"
"Pain",0.117647058823529,"positive"
"Herpes Simplex",-0.151515151515152,"negative"
"Varicella-Zoste",-0.04,"negative"
"Acne",0.34375,"positive"
"NA",0,"neutral"
"NA",0.166666666666667,"positive"
"Depression",0.25,"positive"
"Smoking Cessation",-0.0285714285714286,"negative"
"Birth Control",0.0666666666666667,"positive"
"Heart Failure",0.266666666666667,"positive"
"Weight Loss",0,"neutral"
"Anxiety",-0.0526315789473684,"negative"
"Chronic Pain",-0.0666666666666667,"negative"
"Birth Control",0,"neutral"
"Bipolar Disorder",-0.0185185185185185,"negative"
"Arrhythmia",0,"neutral"
"Bipolar Disorder",0.0909090909090909,"positive"
"Fibromyalgia",0.0925925925925926,"positive"
"Depression",0.375,"positive"
"Depression",-0.0983606557377049,"negative"
"Muscle Spasm",-0.0566037735849057,"negative"
"Anxiety And Stress",0.0645161290322581,"positive"
"Bacterial Infection",0.0909090909090909,"positive"
"Trichomoniasis",-0.037037037037037,"negative"
"Bipolar Disorder",0,"neutral"
"Smoking Cessation",0.0952380952380952,"positive"
"Obesity",0.0232558139534884,"positive"
"Insomnia",0.0757575757575758,"positive"
"Copd",0.666666666666667,"positive"
"Insomnia",0,"neutral"
"Hiv Infection",0.0307692307692308,"positive"
"Bowel Preparation",0.4,"positive"
"Birth Control",0,"neutral"
"Hyperhidrosis",0.140350877192982,"positive"
"Restless Legs Syndrome",0.148148148148148,"positive"
"Obsessive Compulsive Disorder",-0.0208333333333333,"negative"
"Pain",NA,NA
"Pain",-0.111111111111111,"negative"
"Diabetes, Type 2",-0.024390243902439,"negative"
"Adhd",0.0185185185185185,"positive"
"Tourette's Syndrome",-0.101449275362319,"negative"
"Birth Control",-0.0289855072463768,"negative"
"Weight Loss",-0.0952380952380952,"negative"
"Postmenopausal Symptoms",0,"neutral"
"Birth Control",-0.0363636363636364,"negative"
"Diarrhea",-0.0909090909090909,"negative"
"Migraine Prevention",0.0784313725490196,"positive"
"Gerd",0.166666666666667,"positive"
"Diverticulitis",-0.1,"negative"
"Bipolar Disorder",-0.333333333333333,"negative"
"Birth Control",-0.0163934426229508,"negative"
"Fibromyalgia",-0.0136986301369863,"negative"
"Obesity",0,"neutral"
"Adhd",-0.333333333333333,"negative"
"Erectile Dysfunction",0.0833333333333333,"positive"
"Vaginal Yeast Infection",-0.136363636363636,"negative"
"Anxiety",-0.107692307692308,"negative"
"Birth Control",-0.0298507462686567,"negative"
"Acne",0,"neutral"
"Insomnia",-0.032258064516129,"negative"
"Inflammatory Bowel Disease",-0.0571428571428571,"negative"
"Pain",0.0952380952380952,"positive"
"Diarrhea, Chronic",0.0289855072463768,"positive"
"Birth Control",-0.0694444444444444,"negative"
"Irritable Bowel Syndrome",0.183333333333333,"positive"
"Birth Control",0.0657894736842105,"positive"
"Tinnitus",0,"neutral"
"Dysuria",0,"neutral"
"Chlamydia Infection",0.172413793103448,"positive"
"Crohn's Disease",-0.0701754385964912,"negative"
"Acne",0.0408163265306122,"positive"
"Birth Control",-0.6,"negative"
"Major Depressive Disorder",-0.19047619047619,"negative"
"Nausea/Vomiting",-0.027027027027027,"negative"
"Birth Control",0.170731707317073,"positive"
"Insomnia",0.142857142857143,"positive"
"Breast Cancer",-0.125,"negative"
"Urinary Tract Infection",-0.04,"negative"
"High Blood Pressure",-0.0425531914893617,"negative"
"Psoriasis",0.133333333333333,"positive"
"Obstructive Sleep Apnea/Hypopnea Syndrome",0.0735294117647059,"positive"
"Smoking Cessation",-0.0526315789473684,"negative"
"Nausea/Vomiting Of Pregnancy",0.0833333333333333,"positive"
"Weight Loss",0.2,"positive"
"Bipolar Disorder",0.5,"positive"
"Birth Control",0.304347826086957,"positive"
"Benign Prostatic Hyperplasia",0.285714285714286,"positive"
"Birth Control",0.0410958904109589,"positive"
"Obesity",0.111111111111111,"positive"
"Asthma",0.0153846153846154,"positive"
"Copd",0,"neutral"
"Acne",-0.0422535211267606,"negative"
"Vaginal Yeast Infection",0.0833333333333333,"positive"
"Birth Control",-0.0810810810810811,"negative"
"Heart Failure",-0.0689655172413793,"negative"
"Premenstrual Dysphoric Disorder",0,"neutral"
"Birth Control",0,"neutral"
"Post Traumatic Stress Disorder",0.103448275862069,"positive"
"Migraine",0,"neutral"
"Back Pain",0.105263157894737,"positive"
"Acne",0.142857142857143,"positive"
"Birth Control",-0.0909090909090909,"negative"
"Birth Control",0,"neutral"
"Hepatic Encephalopathy",-0.0666666666666667,"negative"
"Opiate Dependence",-0.0204081632653061,"negative"
"Birth Control",-0.134328358208955,"negative"
"Adhd",0.05,"positive"
"Birth Control",0.0952380952380952,"positive"
"Bipolar Disorder",0.0277777777777778,"positive"
"Birth Control",-0.0298507462686567,"negative"
"Bacterial Vaginitis",-0.166666666666667,"negative"
"High Blood Pressure",0.111111111111111,"positive"
"High Blood Pressure",0,"neutral"
